,userName,content,score
87,Akulah ARDI,"Tolong dong saya,terjadi bug di team freeze ayaka ketika team nya terdapat 2 char cryo akan terjadi penurunan hp sebesar 20% ... Tolong perbaiki masalah bug ini,saya yang awal nya main nya tenang,ini malah tidak tenang... Semoga di balas🙏",4
88,Sitinur Sa'iroh,"Knp kalo saat saya main,keluar sendiri,tidak ada beberapa menit langsung keluar sendiri,pdhl sinyal nya sangat bagus, penyimpanan saya juga masih banyak,ini membuat saya tidak nyaman untuk bermain.",3
89,Pros Gaming,"Udh ga kerasa hampir 4 tahun maen genshin impact, dari 2020 sampe sekarang kenangan yang di game ini bener"" berasa dan selalu merasa nostalgia ketika bertemu tempat pertama kali main. Pokoknya terimakasih telah meluangkan waktu saya untuk bermain dan meredakan stress semoga game genshin berkembang menjadi lebih baik kek perbanyak hadiah, menambah jumlah resin, dan mempermudah mendapatkan artefak, dan jangan lupa lagu lagunya juga pertahankan begitu pula kenangan nya, Thankyou",5
90,Intan Putri,"Kenapa ini, aku mau main gensin gak bisa, aku kan habis main terus keluar game sebentar, nah pas mau masuk lagi malah keluar sendiri akun nya, terus suruh login lagi, udah aku loginin lagi pake email, eh malah jaringan eror Mulu, kenapa ya ༎ຶ‿༎ຶ",3
91,Saikhul Anwar,"Game udah bagus, grafik bagus,Tolong fitur menyelam agar bisa dilakukan di semua region,soalnya seru jadi sayang kalau cuma bisa dilakukan di fountain saja.",5
92,Akatsuki D. Jyroo,"Game bagus udh cukup suka sama yang ada di genshin ini,terutama char yang cakep² bikin tambah semangat main, tapi masalahnya cuma satu sih menurut pribadi ku yaitu suara char saat misi/quest tidak ada mentok di inazuma doang setelah keluar inazuma otw sumeru dan fontain tidak ada suara nya. Atau emng hp saya yang ga suport kah?",4
93,Azwariza Jandwika Putra Abdullah,"Masih suka banyak bug untuk memunculkan mini quest yang berada di berbagai tempat seperti mondstadt, liyue, dan lain-lain. Mohon diperbaiki untuk bug nya🙏",3
94,indy FY,"Jujur saja pas awal awal maen ini game lumayan bagus tapi makin kesini makin paham sistem gacha sama artefak di akun gw bener bener ampas Main hampir 2 tahun kalah rate off trus, cuman pernah menang sekali, dan lagi lagi lagi pity merah trus 78-82 , udh gitu reward hadiah nya kecil, hadiah anniversary juga kecil itu itu aja, tolong lah mihoyo kalo akun gw emang pity merah trus setidaknya hadiah reward sama anniversary nya tidak mengecewakan",2
95,SAN DIY,"Dari segi game play dan Grafik game ini Benar benar bagus untuk game smartphone, Dan dalam segi gacha event itu bagus dan Memuaskan, 90 kali gacha menjanjikan karakter bintang 5 itu adalah hal yang Bagus, dan Untuk Pengguna lain Yang Kecewa dengan Event dan gacha game ini mohon pertimbangan lagi, Game ini sudah memberikan fitur yang bagus dan Perkembangan game ini Tergantung dari Playernya jika suka eksplorasi dan Menjalankan misi Pasti mendapatkan Primogem (Diamon) dan itu bagus sekali",5
96,Radin Aghisna KAFHAYA,"grafik sangat bagus, map besar, size nya sangat kecil, tetapi minusnya player baru gak di dukung sama sekali, bener² mandiri jadi harus kuatin mental dan size yah 🗿",4
97,Akhmad Aufayed,"Perkembangan game sangat tidak memuaskan setiap tahunnya, dengan pencapaian dan keuntungan yang diperoleh selama 3 tahun oleh developer. Mereka hanya memberikan perkembangan bermain yang tidak ada bedanya setiap tahun kepada playernya. Maaf saya sudah terlalu bosan dan marah dengan perkembangan game yang saya suka ini. Selamat tinggal genshin impact.",1
98,Shafaira Shinta,Game nya sih bagus cuma waktu masuk ke game nya tiba tiba keluar sendiri terus tiba tiba muncul peringatan ada masalah dengan genshin impact katanya aplikasi ini ditutup karena memiliki banyak bug ini apa masalah hp gw apa masalah gamenya ya bingung gweh kalo ini masalah game nya tolong diperbarui ya soalnya kalo mau main game nya harus nunggu pembaruan,4
99,Safitri Saraswati,"pertama kali tau pas dari awal beta banget tapi ga bisa main, terus beli hp yg lebih bagus dapetnya di 1.3, storage tiba tiba penuh jadi pensi dulu di 2.0, 2.6 balik lagi sampe 4.0, semuanya perfect kayak biasa, terimakasih banyak kepada miHoYo, HoYoverse, serta Da Wei dan para staff nya🙏",5
100,Revi,"Ini cerita diselipin game.. dialog panjang x lebar, gak kelar2.. bagi yang suka baca cerita sekaligus main game, ini game cucok meong.. gachanya juga gak ngotak... Keknya tiap bulan update ngabisin setidaknya belasan gb sepadan sih tapi...........................",4
101,Ramanda Tsany,"Setelah update terbaru, pengalaman main game semakin buruk karena semakin banyak bug, seperti frame drop, pencahayaan yang sering menembus karakter Mohon diperbaiki di update yang akan datang",5
102,Ken Njie,"Ini terjadi di perangkatku aja apa ada yg mengalaminya ya.. Skrng jd sering Force close itu knp ya? Update juga udh, kadang updte kecil² pas login jg udh.. Knp jadi sering gini? Solusi dong?",4
103,Ardy Bluestar,"Heran sama orang yang kasih ⭐4 karena ukurannya yg besar, pengen grafik bagus map luas + story yang bagus juga tapi minta ukuran yang kecil? Bercanda kadang orang-orang ini.",5
104,Km NanyeAAKk??,"game terbaik, terseru, termanjakan mata, terlalu perfect, terlalu banyak kenangan disini, terimakasih hoyoverse sudah merilis ini game, sekali lagi terimakasih karna emg ini game bener bener bikin terhibur bgt, apalagi kalau lagi sedih ataupun marah, main genshin langsung ilang tu sedih sama marahnya, selalu support genshin deh pokoknya! Kalian juga jangan lupa download ya",5
105,Filia Elvina,"Dari game ini yang paling saya sukai yaitu story dari game nya,storynya menarik di tambah grafik dan gameplay yang menarik,tapi sayang game ini tidak ramah untuk pengguna hp yang kentang seperti saya:), Tambahan: Akhir2 ini saya tidak bisa masuk game nya kenapa ya?,setiap sudah masuk selalu stuck di element geo ketika sudah selesai loading nya malah ngehang,hp saya sampai di restart berkali-kali tapi masih tidak bisa,maaf saya beri rating 3 untuk sekarang 🙏",3
106,Lia Khoiriah,"Udah ultah ke 3, tapi bansos gak beda kaya tahun lalu. Bahkan hsr bansos lancar tiap patch nya. Anime goib, bansos bahkan gak ada peningkatan, se engak nya beri kami select karakter boleh lah yang standar banner. Atau gak beri select senjata banner Berikan peningkatan lah buat genshin impact apalagi udah nyampe ke 3 tahun. Udah banyak uang yang di keluarkan tapi selalu bikin kecewa pas anniversary nya.",1
107,Adnan Harun,"Mantap.. bagus karena saya pemain Honkai Impact 3 jadinya ga ngerasa ada yang aneh sama ini game.. kalo bisa tolong ditingkatkan lagi hadiah event"" yang lain biar para pemain tidak merasa bosan.. dan kalau bisa tolong dibikinkan login bonus seperti Honkai Impact 3.. agar pemain lebih mudah mendapatkan primon gem",5
108,rauss,"Saya sudah bermain genshin hampir 2 tahun lebih tanpa skip event/login harian, namun saya sangat kecewa saat mendengar bahwa hadiah dari ulang tahun ke 2 genshin hanya 20x pull, sebagai f2p yang bermain saya sangat kecewa saya harap hadiah nya akan lebih bagus/di luar ekspektasi namun ternyata tetap mengecewakan seperti ulangtahun pertama.",1
109,Wooh Mbuh,Gamenya sih bagus tapi kok tanahnya pada hijau semua ya min? Tolong cepat diperbaiki dong min sayang banget udah lama nunggu game kayak gini eh malah gak sesuai harapan..hp ku Oppo A31 ram 4Gb internal 128GB .. terima kasih🙏🙏,4
110,P I K A C H O K,"Makin lama nih game makin lupa daratan, rewardnya beda banget dari awal rilis. Padahal karakter udh banyak tapi tetep aja pelit kalo masalah ngasih hadiah",1
111,Ita Sumampouw,Grafiknya bagus ditambah di setiap misi-misinya ada animasi dan beberapa boss yang bisa kita lawan menjelajah pokoknya aku mainin game seru banget apalagi maindenga teman,5
112,Lucky Millian K,"Gamenya bagus banget,tetapi hoyoherse tolong memberikan hadiahnya lebih banyak dan change mendapat Character lebih besar,dan saat event besar seperti ulang tahun Chinese New year dan lain lain diberikan karakter 5star.Itu saja pendapat saya tentang game ini",5
113,Bejo Kuat,"Saya mau protes,kenapa akun saya hilang, padahal email nya udh bener sandi udh bener,tapi kenapa setiap mau login pasti tertulis,id atau kata sandi salah,padahl email nya udh bener lo,saya kecewa banget sma yang membuat ini game,udh cape""main lebih dari 3thn pas mau login id slah trs.",1
114,Has Bi,Game baguss banget dan grafik baguss kalau ini sekarang genshin udh 33gb dan tambah lagi loading srecen y bug banget plis lah perbaiki bug tersebut gimana player May nyaman coba bug y loading doang dan bug lainnya misalnya tembus tanah kan kocak dua bug quest dan terakhir bug loading pas masuk game ya dah itu aja,5
115,Mysti,"Game nya bagus parah, maupun dari segi grafik, cerita, karakter dll, tapi kalo soal size game nya bisa di kurangin gak? Menyiksa handphone banget size game nya",5
116,El Zeta,"Saya dari dulu main ni game dari hp low budget sampe sekarang bisa up ke spek yg lebih mumpuni ,petualangan nya seru alur cerita nya menarik ada teka teki di setiap quest nya good game lah",5
117,Robby Kowira,Suka sekali dengan game ini. Sangat menyenangkan untuk dimainkan sekaligus seru di saat bertualang menjelajahi dunia di dalam game ini. Semoga aku bisa mengumpulkan karakter2 keren sebanyak2nya. Hehehe.,5
118,Itzsolecape,"Grafik, kharakter , world dan semuanya bagus bagus , mode co op gk toxic . Cuma tolong bisa tambahin multiplayer yg coop pvp , atau arena supaya bisa lawan teman atau pemain lain . Capek lawan bot dispyral abyss 😭😭👌 Terima kasih",4
119,Maitsa Syakhira,"Awal download lancar tapi kaya udah jalan hampir sebulan tiba"" sering ngeleg trus kalo habis bisa login mau masuk dalam game ga bisa layar langsung hitam berkali"" coba gitu terus udah aku bersihin change juga udah hapus hapus app tetep ga bisa juga Sampek hapus download ulang pun ga bisa aku tau ini karna hp ku apa gimana, tolong pikah genshin bantu donggg",3
120,Dhafar Aidan,"Kepada Hoyoverse saya menemukan bug berupa bangunan di ibukota Fontaine tidak ke render / tembus pandang, mohon kedepannya diperbaiki agar lebih nyaman ketika bermain. Terimakasih",4
121,Steve Hidden,Game ini story sangat menakjubkan dan suasana nya begitu aesthetic serta karakter yang begitu santai kawaii wow saya pikir ini adalah game terbaik. explore the world of the best isekai and experience exciting adventures 🤘🤘🤙,5
122,Kaliza•chan Kaliza16,"Gila keren parah sih ini, emang game raja lebih tepatnya game dewa sih 😁, grafik nya keren parah petualangan bgt seru bgt njirrrr, jadi wajar aja ya kalo butuh lebih ruang penyimpanan nya🗿💅, emang the king's sih ini game, makasih yh buat delevoter yg sudah buat genshin impact, setelah main game ini saya pun menjadi...................gamer🙃👍👑✨",5
123,asep suhendar,"Yang saya suka gerafik nya ,, walau hp saya kurang memadai di tapi di genshin lumayan bagus ,, untuk grafik sedang android di ram 6GB masih kuat ,, tambah pitur2 menanrik lagikami selalu menunggu yang terbaik thank",5
124,Ganjar Eko Priambodo,"gamenya sih bagus bgt tp knp jd lemot ya setelah hampir semua map terbuka,tolong di benahi Pada saat ke even bunga mekar dalam penjara kok jd nge blank ya game nya? Mohon bantuannya",5
125,Imtinan Fikri Rafsanjani,Saya sangat memohon agar perangkat android mendapat dukungan untuk menggunakan controller. Karena game seperti ini akan jauh lebih menyenangkan jika bermain menggunakan controller dibandingkan layar sentuh.,4
126,Ray Ch.,"Grafik nya baguss banget, PAKE NANYA, karakter nya bagus"" TPI gachanya yg selalu ampasss,tolong hoyo sistem gachanya di perbaiki lagi soalnya aku kalau di benner pity 81 dpt keqing,semoga di pacth 4.1 aku incer hu Tao bisa bawa pulang:v ada yang bilang game 4no'v",3
127,Septian Bagus,"Subarashi, tapi saran tolong untuk combo di tambahkan variasi lagi dan klo bisa ada air Combonya. Juga klo bisa tambahkan double jump, dan air dash buat karakter atribut angin, biar kerasa klo dia dapet blessing angin",5
128,Satrio 12,"game open world paling bagus di play store, jujur semenjak kenal genshin hidup lebih tenang dan damai. karena keindahan disetiap map nya bisa bikin nyaman di mata. Thanks Mihoyo Udah buat game ini",5
129,Laily Chan,"Overall udah bagus banget, grafiknya juga.. Bisa coop, bikin rumah (teapot), questnya juga banyak dan ada teka teki. Apalagi sekarang ada bagian bawah tanah. Ga sabar buat phase next region.. Tapi kenapa fitur tombol di pengaturan itu kosong ya?",5
130,Nadia Pramesti sashikirana,Saya udah muak ya ama jaringan selalu aja merah padahal jelas jelas aslinya itu bagus juga banyak bug. Bisa gak jaringannya itu dibenerin? Gue algi ngedomain jadi mati kalau udah dibenerin nanti saya ganti ulasanya,5
131,Irawan Irawan,"3 tahun masa hadiah anniv nya begini mulu sih?? Tolonglahh para player f2p, map udah 100 persen explorasi. Sementara karakter limit baru keluar. Harus nyari primo dimana aku hoyoo",5
132,Regina Putri,"Bagus gamenya menarik juga, ga bikin stress sama tugas sekolah terus juga ni game bisa mabar mantap pokoknya, nah karna saya udh kasi rate bintang 5 + komentar yang baik kasi saya karakter bintang lima dong min😃🙏",5
133,Dimas Dwi Wibawa,"Gamenya udh bagus banget,klo bisa miripin seperti honkai star rail,resin menjadi 240,tambahkan material exp pada ekspedisi,permudah cara mendapatkan sanctifying essence/unction(tambahkan pada forge/ekspedisi) & lebih banyak bantuan primo dll",5
134,zakki mubarroq,Sering ada bug ketika sudah muncul cutsin saat cutsin sudah selesai tiba tiba layar HP menjadi redup dan tidak bisa di apa-apain di sentuhpun tidak bisa ini terjadi juga ketika saya mengupgrade talent karakter dan menganti artefak tiba-tiba layar HP menjadi hitam beberapa saat dan menyala lagi. Mohon untuk developer di perbaiki,4
135,Meisya Nazori,"Jujur sih suka banget sama game nya Apalagi ada updatean terbaru keren banget sihh, menurut aku ya ini tuh udah wort it banget sih untuk ukuran segitu!! Soalnya cerita karakter, karakternya, nama2 karakternya dan grafik nya itu lohh bikin mata ga sakit top banget si genshin..!!",5
136,Kaizen,"Memang game nya bagus, tapi setelah update kadang-kadang saya ketika login ada peringatan ""data quest hilang"" terus suruh download ulang. Tolong diperbaiki, itu cukup menguras kuota saya jika tidak ada wifi.",2
137,Rut Selviyana Manalu,"Sebenarnya mau kasih bintang 5,cuma ya,ukuran appny terlalu gede tapi gapapaa^-^ Dari karakter,setiap quest,event aku suka bgtt Dari grafik juga aku sukaa bgt pokoknya ini game bagus dehh kata aku Ini game wajib bgt di download sih!! Dari keluhan sih ya suka lag sendiri,ga bisa gerak sama kadang gerak sendiri hehe.. Tpi aku mau tanya Kok di hp aku ga bisa di buka ya habis update ke V4.0Sebelumnya aku lgi explore Fontaine,trus besoknya ga bisa di buka Itu kenapa yaa? Tolong kasih tau yaa!! Mksi‼",4
138,Taru K,"Good game :)saya sudah hampir setahun an main tapi sedikit kecewa karena belum dapat *5 keqing,malahan 4x dapat qiqi :( padahal keqing karakter yg menarik saya buat main game ini,saran saya untuk banner *5 standart ada kan juga rate up karakter tertentu nya atau bisa di dapat di event tertentu.",3
139,Putri .s,"Gak ngerti kenapa, tapi setelah update Fontaine baru main sekali tiba2 force close pas coba main lagi malah gak bisa langsung mati ulang hp saya,, cuma sampe loading screen doang gak bisa main,, padahal penyimpanan pun gak penuh,, udah coba segala cara kaya install ulang, hapus cache tetep gak bisa,,, kenapa harus pas zhongli rerun 🥲,, tolong dong diperbaiki atau kasih saran 🙏",2
140,Nadia Nareswari putri,"Maaf, ratingnya 1 dulu, Karna pas gw main tiba² rank adventurenya gk naik², padahal exp nya udah ngelewatin batas, jadi, sampai bug ini diperbaiki, gw gk akan main genshin impact dulu, maaf, tolong diperbaiki, gw juga sebenarnya mau main genshin impact, tapi Karna bug ini gw bahkan jadi gk bisa ngerjain quest archon, tolong bugnya diperbaiki",1
